,logi_id,Region,sku,fiscal_week_end_date,fiscal_week_alias,a,b,c,d,e,f,g,h,i
6633,C21000111,Asia Pacific,800-000307,2021-11-12,Q322Wk06,432,0,151,0,0,1977,916,0,0
6634,C21000111,Asia Pacific,800-000307,2021-11-19,Q322Wk07,0,0,74,0,0,1909,916,0,0
6635,C21000111,Asia Pacific,800-000307,2021-11-26,Q322Wk08,0,0,50,0,0,2344,432,0,0
6636,C21000111,Asia Pacific,800-000307,2021-12-03,Q322Wk09,0,0,47,0,0,2270,432,0,0
6637,C21000111,Asia Pacific,800-000307,2021-12-10,Q322Wk10,0,0,52,0,0,2232,0,0,0
6638,C21000111,Asia Pacific,800-000307,2021-12-17,Q322Wk11,0,0,12,0,0,2220,0,0,0
6639,C21000111,Asia Pacific,800-000307,2021-12-24,Q322Wk12,0,0,97,0,0,2123,0,0,0
6640,C21000111,Asia Pacific,800-000307,2021-12-31,Q322Wk13,0,0,6,0,0,2117,0,0,0
6641,C21000111,Asia Pacific,800-000617,2021-10-01,Q222Wk13,0,-1,0,0,0,0,0,0,0
6642,C21000111,Asia Pacific,800-000618,2021-10-01,Q222Wk13,0,0,0,0,0,1,0,0,0
6643,C21000111,Asia Pacific,800-000619,2021-10-22,Q322Wk03,0,-1,0,0,0,0,0,0,0
6644,C21000111,Asia Pacific,800-000619,2021-11-12,Q322Wk06,0,0,-1,0,0,1,0,0,0
6645,C21000111,Asia Pacific,800-000619,2021-11-19,Q322Wk07,0,0,0,0,0,1,0,0,0
6646,C21000111,Asia Pacific,800-000619,2021-11-26,Q322Wk08,0,0,0,0,0,1,0,0,0
6647,C21000111,Asia Pacific,800-000619,2021-12-03,Q322Wk09,0,0,-1,0,0,2,0,0,0
6648,C21000111,Asia Pacific,800-000619,2021-12-10,Q322Wk10,0,0,0,0,0,1,0,0,0
6649,C21000111,Asia Pacific,800-000619,2021-12-17,Q322Wk11,0,0,0,0,0,1,0,0,0
6650,C21000111,Asia Pacific,800-000619,2021-12-24,Q322Wk12,0,0,0,0,0,1,0,0,0
6651,C21000111,Asia Pacific,800-000619,2021-12-31,Q322Wk13,0,0,0,0,0,1,0,0,0
6652,C21000111,Asia Pacific,800-000620,2021-10-22,Q322Wk03,0,-1,0,0,0,0,0,0,0
6653,C21000111,Asia Pacific,800-000621,2021-10-01,Q222Wk13,0,0,6,0,0,2,0,0,0
6654,C21000111,Asia Pacific,800-000621,2021-10-08,Q322Wk01,0,0,1,0,0,0,0,0,0
6655,C21000111,Asia Pacific,800-000621,2021-10-15,Q322Wk02,32,0,1,0,0,0,32,0,0
6656,C21000111,Asia Pacific,800-000621,2021-10-22,Q322Wk03,0,0,0,0,0,0,32,0,0
6657,C21000111,Asia Pacific,800-000621,2021-10-29,Q322Wk04,0,0,0,0,0,0,32,0,0
6658,C21000111,Asia Pacific,800-000621,2021-11-05,Q322Wk05,0,0,0,0,0,0,32,0,0
6659,C21000111,Asia Pacific,800-000621,2021-11-12,Q322Wk06,0,0,-1,0,0,1,0,0,0
6660,C21000111,Asia Pacific,800-000621,2021-11-19,Q322Wk07,0,0,0,0,0,1,0,0,0
6661,C21000111,Asia Pacific,800-000621,2021-11-26,Q322Wk08,0,0,25,0,0,8,0,0,0
6662,C21000111,Asia Pacific,800-000621,2021-12-03,Q322Wk09,0,0,1,0,0,7,0,0,0
6663,C21000111,Asia Pacific,800-000621,2021-12-10,Q322Wk10,0,0,1,0,0,5,0,0,0
6664,C21000111,Asia Pacific,800-000621,2021-12-17,Q322Wk11,0,0,0,0,0,5,0,0,0
6665,C21000111,Asia Pacific,800-000621,2021-12-24,Q322Wk12,0,0,0,0,0,5,0,0,0
6666,C21000111,Asia Pacific,800-000621,2021-12-31,Q322Wk13,0,0,0,0,0,5,0,0,0
6667,C21000111,Asia Pacific,800-000622,2021-10-01,Q222Wk13,52,-1,12,0,0,0,104,0,0
6668,C21000111,Asia Pacific,800-000622,2021-10-08,Q322Wk01,0,0,45,0,0,0,104,0,0
6669,C21000111,Asia Pacific,800-000622,2021-10-15,Q322Wk02,0,-2,0,0,0,0,104,0,0
6670,C21000111,Asia Pacific,800-000622,2021-10-22,Q322Wk03,0,-2,0,0,0,52,52,0,0
6671,C21000111,Asia Pacific,800-000622,2021-10-29,Q322Wk04,0,0,1,0,0,51,0,0,0
6672,C21000111,Asia Pacific,800-000622,2021-11-05,Q322Wk05,0,-1,1,0,0,44,0,0,0
6673,C21000111,Asia Pacific,800-000622,2021-11-12,Q322Wk06,28,0,34,0,0,16,28,0,0
6674,C21000111,Asia Pacific,800-000622,2021-11-19,Q322Wk07,0,0,0,0,0,68,28,0,0
6675,C21000111,Asia Pacific,800-000622,2021-11-26,Q322Wk08,0,0,3,0,0,65,28,0,0
6676,C21000111,Asia Pacific,800-000622,2021-12-03,Q322Wk09,0,0,0,0,0,64,28,0,0
6677,C21000111,Asia Pacific,800-000622,2021-12-10,Q322Wk10,0,0,3,0,0,60,0,0,0
6678,C21000111,Asia Pacific,800-000622,2021-12-17,Q322Wk11,0,0,9,0,0,51,0,0,0
6679,C21000111,Asia Pacific,800-000622,2021-12-24,Q322Wk12,12,0,9,0,0,42,12,0,0
6680,C21000111,Asia Pacific,800-000622,2021-12-31,Q322Wk13,4,0,9,0,0,33,16,0,0
6681,C21000111,Asia Pacific,800-000623,2021-10-01,Q222Wk13,352,-3,248,0,0,230,652,0,0
6682,C21000111,Asia Pacific,800-000623,2021-10-08,Q322Wk01,0,0,149,0,0,223,652,0,0
6683,C21000111,Asia Pacific,800-000623,2021-10-15,Q322Wk02,0,-9,45,0,0,178,652,0,0
6684,C21000111,Asia Pacific,800-000623,2021-10-22,Q322Wk03,0,-5,97,0,0,381,352,0,0
6685,C21000111,Asia Pacific,800-000623,2021-10-29,Q322Wk04,0,0,265,0,0,115,0,0,0
6686,C21000111,Asia Pacific,800-000623,2021-11-05,Q322Wk05,400,-3,19,0,0,76,400,0,0
6687,C21000111,Asia Pacific,800-000623,2021-11-12,Q322Wk06,532,0,92,0,0,3,932,0,0
6688,C21000111,Asia Pacific,800-000623,2021-11-19,Q322Wk07,0,0,1,0,0,355,932,0,0
6689,C21000111,Asia Pacific,800-000623,2021-11-26,Q322Wk08,0,0,1,0,0,354,932,0,0
6690,C21000111,Asia Pacific,800-000623,2021-12-03,Q322Wk09,0,0,78,0,0,217,532,0,0
6691,C21000111,Asia Pacific,800-000623,2021-12-10,Q322Wk10,60,0,91,0,0,182,60,0,0
6692,C21000111,Asia Pacific,800-000623,2021-12-17,Q322Wk11,0,0,105,0,0,477,60,0,0
6693,C21000111,Asia Pacific,800-000623,2021-12-24,Q322Wk12,0,0,159,0,0,318,60,0,0
6694,C21000111,Asia Pacific,800-000623,2021-12-31,Q322Wk13,0,0,47,0,0,271,60,0,0
6695,C21000111,Asia Pacific,800-000624,2021-10-01,Q222Wk13,0,0,261,0,0,256,0,0,0
6696,C21000111,Asia Pacific,800-000624,2021-10-08,Q322Wk01,0,0,44,0,0,248,0,0,0
6697,C21000111,Asia Pacific,800-000624,2021-10-15,Q322Wk02,0,0,63,0,0,185,0,0,0
6698,C21000111,Asia Pacific,800-000624,2021-10-22,Q322Wk03,0,0,147,0,0,39,0,0,0
6699,C21000111,Asia Pacific,800-000624,2021-10-29,Q322Wk04,0,0,16,0,0,22,0,0,0
6700,C21000111,Asia Pacific,800-000624,2021-11-05,Q322Wk05,768,0,6,0,0,16,768,0,0
6701,C21000111,Asia Pacific,800-000624,2021-11-12,Q322Wk06,116,0,4,0,0,12,884,0,0
6702,C21000111,Asia Pacific,800-000624,2021-11-19,Q322Wk07,0,0,0,0,0,12,884,0,0
6703,C21000111,Asia Pacific,800-000624,2021-11-26,Q322Wk08,0,0,0,0,0,12,884,0,0
6704,C21000111,Asia Pacific,800-000624,2021-12-03,Q322Wk09,0,0,-2,0,0,14,116,0,0
6705,C21000111,Asia Pacific,800-000624,2021-12-10,Q322Wk10,0,0,0,0,0,13,0,0,0
6706,C21000111,Asia Pacific,800-000624,2021-12-17,Q322Wk11,0,0,0,0,0,779,0,0,0
6707,C21000111,Asia Pacific,800-000624,2021-12-24,Q322Wk12,0,0,93,0,0,688,0,0,0
6708,C21000111,Asia Pacific,800-000624,2021-12-31,Q322Wk13,0,0,192,0,0,496,0,0,0
6709,C21000111,Asia Pacific,800-000625,2021-10-01,Q222Wk13,80,-1,31,0,0,99,80,0,0
6710,C21000111,Asia Pacific,800-000625,2021-10-08,Q322Wk01,0,0,54,0,0,95,80,0,0
6711,C21000111,Asia Pacific,800-000625,2021-10-15,Q322Wk02,0,-5,22,0,0,73,80,0,0
6712,C21000111,Asia Pacific,800-000625,2021-10-22,Q322Wk03,0,-3,29,0,0,44,80,0,0
6713,C21000111,Asia Pacific,800-000625,2021-10-29,Q322Wk04,0,0,16,0,0,28,0,0,0
6714,C21000111,Asia Pacific,800-000625,2021-11-05,Q322Wk05,0,-3,-1,0,0,21,0,0,0
6715,C21000111,Asia Pacific,800-000625,2021-11-12,Q322Wk06,0,0,22,0,0,7,0,0,0
6716,C21000111,Asia Pacific,800-000625,2021-11-19,Q322Wk07,0,0,5,0,0,82,0,0,0
6717,C21000111,Asia Pacific,800-000625,2021-11-26,Q322Wk08,0,0,20,0,0,62,0,0,0
6718,C21000111,Asia Pacific,800-000625,2021-12-03,Q322Wk09,0,0,7,0,0,49,0,0,0
6719,C21000111,Asia Pacific,800-000625,2021-12-10,Q322Wk10,0,0,1,0,0,47,0,0,0
6720,C21000111,Asia Pacific,800-000625,2021-12-17,Q322Wk11,0,0,10,0,0,37,0,0,0
6721,C21000111,Asia Pacific,800-000625,2021-12-24,Q322Wk12,0,0,0,0,0,37,0,0,0
6722,C21000111,Asia Pacific,800-000625,2021-12-31,Q322Wk13,0,0,6,0,0,31,0,0,0
6723,C21000111,Asia Pacific,800-000626,2021-10-01,Q222Wk13,0,0,0,0,0,2,0,0,0
6724,C21000111,Asia Pacific,800-000626,2021-10-08,Q322Wk01,0,0,0,0,0,2,0,0,0
6725,C21000111,Asia Pacific,800-000626,2021-10-15,Q322Wk02,0,0,0,0,0,2,0,0,0
6726,C21000111,Asia Pacific,800-000626,2021-10-22,Q322Wk03,0,0,0,0,0,2,0,0,0
6727,C21000111,Asia Pacific,800-000626,2021-10-29,Q322Wk04,0,0,0,0,0,2,0,0,0
6728,C21000111,Asia Pacific,800-000626,2021-11-05,Q322Wk05,0,0,0,0,0,2,0,0,0
6729,C21000111,Asia Pacific,800-000626,2021-11-12,Q322Wk06,24,0,0,0,0,2,24,0,0
6730,C21000111,Asia Pacific,800-000626,2021-11-19,Q322Wk07,0,0,0,0,0,2,24,0,0
6731,C21000111,Asia Pacific,800-000626,2021-11-26,Q322Wk08,0,0,1,0,0,1,24,0,0
6732,C21000111,Asia Pacific,800-000626,2021-12-03,Q322Wk09,0,0,-1,0,0,2,24,0,0
6733,C21000111,Asia Pacific,800-000626,2021-12-10,Q322Wk10,0,0,0,0,0,2,0,0,0
6734,C21000111,Asia Pacific,800-000626,2021-12-17,Q322Wk11,0,0,1,0,0,1,0,0,0
6735,C21000111,Asia Pacific,800-000626,2021-12-24,Q322Wk12,0,0,0,0,0,1,0,0,0
6736,C21000111,Asia Pacific,800-000626,2021-12-31,Q322Wk13,0,0,0,0,0,1,0,0,0
6737,C21000111,Asia Pacific,800-000627,2021-10-01,Q222Wk13,0,-1,0,0,0,0,340,0,0
6738,C21000111,Asia Pacific,800-000627,2021-10-08,Q322Wk01,0,0,1,0,0,0,340,0,0
6739,C21000111,Asia Pacific,800-000627,2021-10-15,Q322Wk02,0,-1,0,0,0,0,340,0,0
6740,C21000111,Asia Pacific,800-000627,2021-10-22,Q322Wk03,0,0,53,0,0,287,0,0,0
6741,C21000111,Asia Pacific,800-000627,2021-10-29,Q322Wk04,0,0,77,0,0,210,0,0,0
6742,C21000111,Asia Pacific,800-000627,2021-11-05,Q322Wk05,0,-3,33,0,0,162,0,0,0
6743,C21000111,Asia Pacific,800-000627,2021-11-12,Q322Wk06,0,0,168,0,0,4,0,0,0
6744,C21000111,Asia Pacific,800-000627,2021-11-19,Q322Wk07,0,0,5,0,0,4,0,0,0
6745,C21000111,Asia Pacific,800-000627,2021-11-26,Q322Wk08,0,0,3,0,0,1,0,0,0
6746,C21000111,Asia Pacific,800-000627,2021-12-03,Q322Wk09,0,0,0,0,0,2,0,0,0
6747,C21000111,Asia Pacific,800-000627,2021-12-10,Q322Wk10,0,0,-2,0,0,2,0,0,0
6748,C21000111,Asia Pacific,800-000627,2021-12-17,Q322Wk11,0,0,0,0,0,2,0,0,0
6749,C21000111,Asia Pacific,800-000627,2021-12-24,Q322Wk12,0,0,-4,0,0,6,0,0,0
6750,C21000111,Asia Pacific,800-000627,2021-12-31,Q322Wk13,0,0,0,0,0,6,0,0,0
6751,C21000111,Asia Pacific,800-000628,2021-10-01,Q222Wk13,0,0,12,0,0,23,0,0,0
6752,C21000111,Asia Pacific,800-000628,2021-10-08,Q322Wk01,0,0,0,0,0,24,0,0,0
6753,C21000111,Asia Pacific,800-000628,2021-10-15,Q322Wk02,16,0,20,0,0,4,16,0,0
6754,C21000111,Asia Pacific,800-000628,2021-10-22,Q322Wk03,0,0,2,0,0,2,16,0,0
6755,C21000111,Asia Pacific,800-000628,2021-10-29,Q322Wk04,0,0,0,0,0,2,16,0,0
6756,C21000111,Asia Pacific,800-000628,2021-11-05,Q322Wk05,0,0,0,0,0,2,16,0,0
6757,C21000111,Asia Pacific,800-000628,2021-11-12,Q322Wk06,0,0,2,0,0,0,0,0,0
6758,C21000111,Asia Pacific,800-000628,2021-11-26,Q322Wk08,0,0,2,0,0,14,0,0,0
6759,C21000111,Asia Pacific,800-000628,2021-12-03,Q322Wk09,0,0,2,0,0,12,0,0,0
6760,C21000111,Asia Pacific,800-000628,2021-12-10,Q322Wk10,36,0,2,0,0,10,36,0,0
6761,C21000111,Asia Pacific,800-000628,2021-12-17,Q322Wk11,0,0,3,0,0,7,36,0,0
6762,C21000111,Asia Pacific,800-000628,2021-12-24,Q322Wk12,0,0,0,0,0,7,36,0,0
6763,C21000111,Asia Pacific,800-000628,2021-12-31,Q322Wk13,0,0,1,0,0,6,36,0,0
6764,C21000111,Asia Pacific,800-000629,2021-10-01,Q222Wk13,0,0,1,0,0,62,0,0,0
6765,C21000111,Asia Pacific,800-000629,2021-10-08,Q322Wk01,0,0,-1,0,0,62,0,0,0
6766,C21000111,Asia Pacific,800-000629,2021-10-15,Q322Wk02,0,0,3,4,0,55,0,4,0
6767,C21000111,Asia Pacific,800-000629,2021-10-22,Q322Wk03,0,0,2,0,0,53,0,0,0
6768,C21000111,Asia Pacific,800-000629,2021-10-29,Q322Wk04,0,0,32,0,0,21,0,0,0
6769,C21000111,Asia Pacific,800-000629,2021-11-05,Q322Wk05,0,0,0,0,0,21,0,0,0
6770,C21000111,Asia Pacific,800-000629,2021-11-12,Q322Wk06,0,0,2,0,0,19,0,0,0
6771,C21000111,Asia Pacific,800-000629,2021-11-19,Q322Wk07,0,0,19,0,0,0,0,0,0
6772,C21000111,Asia Pacific,800-000629,2021-12-10,Q322Wk10,20,0,0,0,0,0,20,0,0
6773,C21000111,Asia Pacific,800-000629,2021-12-17,Q322Wk11,0,0,0,0,0,0,20,0,0
6774,C21000111,Asia Pacific,800-000629,2021-12-24,Q322Wk12,12,0,0,0,0,0,32,0,0
6775,C21000111,Asia Pacific,800-000629,2021-12-31,Q322Wk13,0,0,0,0,0,0,32,0,0
6776,C21000111,Asia Pacific,800-000630,2021-10-01,Q222Wk13,20,0,31,0,0,10,20,0,0
6777,C21000111,Asia Pacific,800-000630,2021-10-08,Q322Wk01,0,0,6,0,0,10,20,0,0
6778,C21000111,Asia Pacific,800-000630,2021-10-15,Q322Wk02,0,0,10,0,0,0,20,0,0
6779,C21000111,Asia Pacific,800-000630,2021-10-22,Q322Wk03,0,-1,0,0,0,0,20,0,0
6780,C21000111,Asia Pacific,800-000630,2021-10-29,Q322Wk04,112,0,0,0,0,0,112,0,0
6781,C21000111,Asia Pacific,800-000630,2021-11-05,Q322Wk05,4,0,0,0,0,0,116,0,0
6782,C21000111,Asia Pacific,800-000630,2021-11-12,Q322Wk06,0,0,0,0,0,0,116,0,0
6783,C21000111,Asia Pacific,800-000630,2021-11-19,Q322Wk07,0,0,0,0,0,20,116,0,0
6784,C21000111,Asia Pacific,800-000630,2021-11-26,Q322Wk08,0,0,5,0,0,127,4,0,0
6785,C21000111,Asia Pacific,800-000630,2021-12-03,Q322Wk09,12,0,1,0,0,126,12,0,0
6786,C21000111,Asia Pacific,800-000630,2021-12-10,Q322Wk10,0,0,74,0,0,52,12,0,0
6787,C21000111,Asia Pacific,800-000630,2021-12-17,Q322Wk11,0,0,40,0,0,16,12,0,0
6788,C21000111,Asia Pacific,800-000630,2021-12-24,Q322Wk12,0,0,16,0,0,0,12,0,0
6789,C21000111,Asia Pacific,800-000630,2021-12-31,Q322Wk13,4,0,0,0,0,0,4,0,0
6790,C21000111,Asia Pacific,800-000631,2021-10-01,Q222Wk13,0,0,3,0,0,153,0,0,0
6791,C21000111,Asia Pacific,800-000631,2021-10-08,Q322Wk01,0,0,3,0,0,151,0,0,0
6792,C21000111,Asia Pacific,800-000631,2021-10-15,Q322Wk02,0,0,143,0,0,8,0,0,0
6793,C21000111,Asia Pacific,800-000631,2021-10-22,Q322Wk03,0,0,0,0,0,8,0,0,0
6794,C21000111,Asia Pacific,800-000631,2021-10-29,Q322Wk04,0,0,0,0,0,8,0,0,0
6795,C21000111,Asia Pacific,800-000631,2021-11-05,Q322Wk05,0,0,-1,0,0,9,0,0,0
6796,C21000111,Asia Pacific,800-000631,2021-11-12,Q322Wk06,64,0,0,0,0,9,64,0,0
6797,C21000111,Asia Pacific,800-000631,2021-11-19,Q322Wk07,0,0,0,0,0,9,64,0,0
6798,C21000111,Asia Pacific,800-000631,2021-11-26,Q322Wk08,0,0,1,0,0,8,64,0,0
6799,C21000111,Asia Pacific,800-000631,2021-12-03,Q322Wk09,0,0,7,0,0,0,64,0,0
6800,C21000111,Asia Pacific,800-000631,2021-12-10,Q322Wk10,0,0,0,0,0,0,0,0,0
6801,C21000111,Asia Pacific,800-000631,2021-12-17,Q322Wk11,0,0,0,0,0,0,0,0,0
6802,C21000111,Asia Pacific,800-000631,2021-12-31,Q322Wk13,0,0,0,0,0,0,0,0,0
6803,C21000111,Asia Pacific,800-000632,2021-10-01,Q222Wk13,20,0,7,0,0,0,20,0,0
6804,C21000111,Asia Pacific,800-000632,2021-10-08,Q322Wk01,0,0,13,0,0,0,20,0,0
6805,C21000111,Asia Pacific,800-000632,2021-10-15,Q322Wk02,0,0,0,0,0,0,20,0,0
6806,C21000111,Asia Pacific,800-000632,2021-10-22,Q322Wk03,0,0,0,0,0,0,20,0,0
6807,C21000111,Asia Pacific,800-000632,2021-10-29,Q322Wk04,0,0,0,0,0,0,0,0,0
6808,C21000111,Asia Pacific,800-000632,2021-11-05,Q322Wk05,0,0,0,0,0,0,0,0,0
6809,C21000111,Asia Pacific,800-000632,2021-11-12,Q322Wk06,0,0,0,0,0,0,0,0,0
6810,C21000111,Asia Pacific,800-000632,2021-11-19,Q322Wk07,0,0,20,0,0,0,0,0,0
6811,C21000111,Asia Pacific,800-000632,2021-11-26,Q322Wk08,0,0,-1,0,0,1,0,0,0
6812,C21000111,Asia Pacific,800-000632,2021-12-03,Q322Wk09,0,0,0,0,0,1,0,0,0
6813,C21000111,Asia Pacific,800-000632,2021-12-10,Q322Wk10,0,0,-1,0,0,2,0,0,0
6814,C21000111,Asia Pacific,800-000632,2021-12-17,Q322Wk11,0,0,0,0,0,2,0,0,0
6815,C21000111,Asia Pacific,800-000632,2021-12-24,Q322Wk12,0,0,0,0,0,2,0,0,0
6816,C21000111,Asia Pacific,800-000632,2021-12-31,Q322Wk13,0,0,0,0,0,2,0,0,0
6817,C21000111,Asia Pacific,800-000633,2021-10-01,Q222Wk13,0,0,2,0,0,14,0,0,0
6818,C21000111,Asia Pacific,800-000633,2021-10-08,Q322Wk01,0,0,25,0,0,11,0,0,0
6819,C21000111,Asia Pacific,800-000633,2021-10-15,Q322Wk02,0,0,2,0,0,9,0,0,0
6820,C21000111,Asia Pacific,800-000633,2021-10-22,Q322Wk03,0,0,0,0,0,9,0,0,0
6821,C21000111,Asia Pacific,800-000633,2021-10-29,Q322Wk04,36,0,9,0,0,0,36,0,0
6822,C21000111,Asia Pacific,800-000633,2021-11-05,Q322Wk05,0,0,0,0,0,0,36,0,0
6823,C21000111,Asia Pacific,800-000633,2021-11-12,Q322Wk06,0,0,0,0,0,0,36,0,0
6824,C21000111,Asia Pacific,800-000633,2021-11-19,Q322Wk07,0,0,0,0,0,0,36,0,0
6825,C21000111,Asia Pacific,800-000633,2021-11-26,Q322Wk08,0,0,0,0,0,36,0,0,0
6826,C21000111,Asia Pacific,800-000633,2021-12-03,Q322Wk09,0,0,31,0,0,5,0,0,0
6827,C21000111,Asia Pacific,800-000633,2021-12-10,Q322Wk10,0,0,2,0,0,3,0,0,0
6828,C21000111,Asia Pacific,800-000633,2021-12-17,Q322Wk11,0,0,3,0,0,0,0,0,0
6829,C21000111,Asia Pacific,800-000633,2021-12-24,Q322Wk12,80,0,0,0,0,0,80,0,0
6830,C21000111,Asia Pacific,800-000633,2021-12-31,Q322Wk13,0,0,0,0,0,0,80,0,0
6831,C21000111,Asia Pacific,800-000634,2021-10-01,Q222Wk13,0,0,3,0,0,167,0,0,0
6832,C21000111,Asia Pacific,800-000634,2021-10-08,Q322Wk01,0,0,22,0,0,167,0,0,0
6833,C21000111,Asia Pacific,800-000634,2021-10-15,Q322Wk02,0,0,7,0,0,160,0,0,0
6834,C21000111,Asia Pacific,800-000634,2021-10-22,Q322Wk03,0,0,145,0,0,15,0,0,0
6835,C21000111,Asia Pacific,800-000634,2021-10-29,Q322Wk04,0,0,0,0,0,15,0,0,0
6836,C21000111,Asia Pacific,800-000634,2021-11-05,Q322Wk05,0,0,0,0,0,15,0,0,0
6837,C21000111,Asia Pacific,800-000634,2021-11-12,Q322Wk06,56,0,0,0,0,15,56,0,0
6838,C21000111,Asia Pacific,800-000634,2021-11-19,Q322Wk07,0,0,0,0,0,15,56,0,0
6839,C21000111,Asia Pacific,800-000634,2021-11-26,Q322Wk08,0,0,13,0,0,2,56,0,0
6840,C21000111,Asia Pacific,800-000634,2021-12-03,Q322Wk09,0,0,0,0,0,2,56,0,0
6841,C21000111,Asia Pacific,800-000634,2021-12-10,Q322Wk10,0,0,0,0,0,2,0,0,0
6842,C21000111,Asia Pacific,800-000634,2021-12-17,Q322Wk11,0,0,2,0,0,0,0,0,0
6843,C21000111,Asia Pacific,800-000634,2021-12-31,Q322Wk13,0,0,0,0,0,0,0,0,0
6844,C21000111,Asia Pacific,800-000635,2021-10-01,Q222Wk13,200,0,2,0,0,430,200,0,0
6845,C21000111,Asia Pacific,800-000635,2021-10-08,Q322Wk01,0,0,385,0,0,300,200,0,0
6846,C21000111,Asia Pacific,800-000635,2021-10-15,Q322Wk02,0,0,6,0,0,295,200,0,0
6847,C21000111,Asia Pacific,800-000635,2021-10-22,Q322Wk03,0,0,0,0,0,295,200,0,0
6848,C21000111,Asia Pacific,800-000635,2021-10-29,Q322Wk04,252,0,18,0,0,277,252,0,0
6849,C21000111,Asia Pacific,800-000635,2021-11-05,Q322Wk05,0,0,19,0,0,254,252,0,0
6850,C21000111,Asia Pacific,800-000635,2021-11-12,Q322Wk06,32,0,32,0,0,225,284,0,0
6851,C21000111,Asia Pacific,800-000635,2021-11-19,Q322Wk07,0,0,6,0,0,420,284,0,0
6852,C21000111,Asia Pacific,800-000635,2021-11-26,Q322Wk08,0,0,124,0,0,548,32,0,0
6853,C21000111,Asia Pacific,800-000635,2021-12-03,Q322Wk09,0,0,10,0,0,525,32,0,0
6854,C21000111,Asia Pacific,800-000635,2021-12-10,Q322Wk10,84,0,34,0,0,464,84,0,0
6855,C21000111,Asia Pacific,800-000635,2021-12-17,Q322Wk11,0,0,91,0,0,413,84,0,0
6856,C21000111,Asia Pacific,800-000635,2021-12-24,Q322Wk12,0,0,54,0,0,359,84,0,0
6857,C21000111,Asia Pacific,800-000635,2021-12-31,Q322Wk13,0,0,43,0,0,316,84,0,0
6858,C21000111,Asia Pacific,800-000636,2021-10-01,Q222Wk13,0,0,2,0,0,132,0,0,0
6859,C21000111,Asia Pacific,800-000636,2021-10-08,Q322Wk01,0,0,327,0,0,17,0,0,0
6860,C21000111,Asia Pacific,800-000636,2021-10-15,Q322Wk02,0,0,0,0,0,17,0,0,0
6861,C21000111,Asia Pacific,800-000636,2021-10-22,Q322Wk03,0,0,0,0,0,17,0,0,0
6862,C21000111,Asia Pacific,800-000636,2021-10-29,Q322Wk04,200,0,0,0,0,17,200,0,0
6863,C21000111,Asia Pacific,800-000636,2021-11-05,Q322Wk05,0,0,0,0,0,15,200,0,0
6864,C21000111,Asia Pacific,800-000636,2021-11-12,Q322Wk06,236,0,10,0,0,7,436,0,0
6865,C21000111,Asia Pacific,800-000636,2021-11-19,Q322Wk07,0,0,0,0,0,7,436,0,0
6866,C21000111,Asia Pacific,800-000636,2021-11-26,Q322Wk08,0,0,0,0,0,207,236,0,0
6867,C21000111,Asia Pacific,800-000636,2021-12-03,Q322Wk09,0,0,2,0,0,205,236,0,0
6868,C21000111,Asia Pacific,800-000636,2021-12-10,Q322Wk10,24,0,58,0,0,147,24,0,0
6869,C21000111,Asia Pacific,800-000636,2021-12-17,Q322Wk11,0,0,70,0,0,77,24,0,0
6870,C21000111,Asia Pacific,800-000636,2021-12-24,Q322Wk12,0,0,3,0,0,74,24,0,0
6871,C21000111,Asia Pacific,800-000636,2021-12-31,Q322Wk13,0,0,6,0,0,68,24,0,0
6872,C21000111,Asia Pacific,800-000637,2021-10-01,Q222Wk13,0,0,0,0,0,14,0,0,0
6873,C21000111,Asia Pacific,800-000637,2021-10-08,Q322Wk01,0,0,0,0,0,14,0,0,0
6874,C21000111,Asia Pacific,800-000637,2021-10-15,Q322Wk02,0,0,0,0,0,14,0,0,0
6875,C21000111,Asia Pacific,800-000637,2021-10-22,Q322Wk03,0,0,0,0,0,14,0,0,0
6876,C21000111,Asia Pacific,800-000637,2021-10-29,Q322Wk04,0,0,0,0,0,14,0,0,0
6877,C21000111,Asia Pacific,800-000637,2021-11-05,Q322Wk05,20,0,0,0,0,14,20,0,0
6878,C21000111,Asia Pacific,800-000637,2021-11-12,Q322Wk06,12,0,0,0,0,14,32,0,0
6879,C21000111,Asia Pacific,800-000637,2021-11-19,Q322Wk07,0,0,0,0,0,14,32,0,0
6880,C21000111,Asia Pacific,800-000637,2021-11-26,Q322Wk08,0,0,3,0,0,11,32,0,0
6881,C21000111,Asia Pacific,800-000637,2021-12-03,Q322Wk09,0,0,1,0,0,10,12,0,0
6882,C21000111,Asia Pacific,800-000637,2021-12-10,Q322Wk10,4,0,0,0,0,10,4,0,0
6883,C21000111,Asia Pacific,800-000637,2021-12-17,Q322Wk11,0,0,0,0,0,10,4,0,0
6884,C21000111,Asia Pacific,800-000637,2021-12-24,Q322Wk12,0,0,1,0,0,29,4,0,0
6885,C21000111,Asia Pacific,800-000637,2021-12-31,Q322Wk13,0,0,0,0,0,29,4,0,0
6886,C21000111,Asia Pacific,800-000638,2021-10-01,Q222Wk13,340,0,321,0,0,507,340,0,0
6887,C21000111,Asia Pacific,800-000638,2021-10-08,Q322Wk01,0,0,371,0,0,392,340,0,0
6888,C21000111,Asia Pacific,800-000638,2021-10-15,Q322Wk02,0,0,0,0,0,392,340,0,0
6889,C21000111,Asia Pacific,800-000638,2021-10-22,Q322Wk03,0,0,0,0,0,392,340,0,0
