,logi_id,Region,sku,fiscal_week_end_date,fiscal_week_alias,a,b,c,d,e,f,g,h,i
0,C21000174,LATAM,800-000100,2021-10-01,Q222Wk13,0,0,0,0,0,6,0,0,0
1,C21000174,LATAM,800-000100,2021-10-08,Q322Wk01,0,0,0,0,0,5,0,0,0
2,C21000174,LATAM,800-000100,2021-10-15,Q322Wk02,0,0,1,0,0,5,0,0,0
3,C21000174,LATAM,800-000100,2021-10-22,Q322Wk03,0,0,0,0,0,5,0,0,0
4,C21000174,LATAM,800-000100,2021-10-29,Q322Wk04,0,0,2,0,0,3,0,0,0
5,C21000174,LATAM,800-000100,2021-11-05,Q322Wk05,0,0,0,0,0,3,0,0,0
6,C21000174,LATAM,800-000100,2021-11-12,Q322Wk06,0,0,0,0,0,3,0,0,0
7,C21000174,LATAM,800-000100,2021-11-19,Q322Wk07,0,0,0,0,0,3,0,0,0
8,C21000174,LATAM,800-000100,2021-11-26,Q322Wk08,0,0,0,0,0,3,0,0,0
9,C21000174,LATAM,800-000100,2021-12-03,Q322Wk09,0,0,0,0,0,3,0,0,0
10,C21000174,LATAM,800-000100,2021-12-10,Q322Wk10,0,0,0,0,0,3,0,0,0
11,C21000174,LATAM,800-000100,2021-12-17,Q322Wk11,0,0,0,0,0,3,0,0,0
12,C21000174,LATAM,800-000100,2021-12-24,Q322Wk12,0,0,0,0,0,3,0,0,0
13,C21000174,LATAM,800-000100,2021-12-31,Q322Wk13,0,0,0,0,0,3,0,0,0
14,C21000174,LATAM,800-000101,2021-10-01,Q222Wk13,0,0,17,0,0,96,904,0,0
15,C21000174,LATAM,800-000101,2021-10-08,Q322Wk01,0,0,65,0,0,920,0,0,0
16,C21000174,LATAM,800-000101,2021-10-15,Q322Wk02,0,0,81,0,0,845,0,0,0
17,C21000174,LATAM,800-000101,2021-10-22,Q322Wk03,0,0,181,0,0,672,0,0,0
18,C21000174,LATAM,800-000101,2021-10-29,Q322Wk04,0,0,32,0,0,626,0,0,0
19,C21000174,LATAM,800-000101,2021-11-05,Q322Wk05,0,0,33,0,0,601,0,0,0
20,C21000174,LATAM,800-000101,2021-11-12,Q322Wk06,0,0,128,0,0,474,0,0,0
21,C21000174,LATAM,800-000101,2021-11-19,Q322Wk07,0,0,51,0,0,422,0,0,0
22,C21000174,LATAM,800-000101,2021-11-26,Q322Wk08,0,0,32,0,0,378,0,0,0
23,C21000174,LATAM,800-000101,2021-12-03,Q322Wk09,0,0,40,0,0,351,0,0,0
24,C21000174,LATAM,800-000101,2021-12-10,Q322Wk10,0,0,127,0,0,224,0,0,0
25,C21000174,LATAM,800-000101,2021-12-17,Q322Wk11,336,0,35,0,0,191,336,0,0
26,C21000174,LATAM,800-000101,2021-12-24,Q322Wk12,0,0,15,0,0,178,336,0,0
27,C21000174,LATAM,800-000101,2021-12-31,Q322Wk13,0,0,7,0,0,170,336,0,0
28,C21000174,LATAM,800-000102,2021-10-01,Q222Wk13,0,0,1,0,0,59,0,0,0
29,C21000174,LATAM,800-000102,2021-10-08,Q322Wk01,0,0,2,0,0,54,0,0,0
30,C21000174,LATAM,800-000102,2021-10-15,Q322Wk02,600,0,6,0,0,51,600,0,0
31,C21000174,LATAM,800-000102,2021-10-22,Q322Wk03,0,0,0,0,0,51,600,0,0
32,C21000174,LATAM,800-000102,2021-10-29,Q322Wk04,0,0,3,0,0,48,600,0,0
33,C21000174,LATAM,800-000102,2021-11-05,Q322Wk05,0,0,0,0,0,48,0,0,0
34,C21000174,LATAM,800-000102,2021-11-12,Q322Wk06,0,0,0,0,0,47,0,0,0
35,C21000174,LATAM,800-000102,2021-11-19,Q322Wk07,0,0,7,0,0,41,0,0,0
36,C21000174,LATAM,800-000102,2021-11-26,Q322Wk08,0,0,6,0,0,631,0,0,0
37,C21000174,LATAM,800-000102,2021-12-03,Q322Wk09,0,0,24,0,0,606,0,0,0
38,C21000174,LATAM,800-000102,2021-12-10,Q322Wk10,0,0,24,33,0,551,0,33,0
39,C21000174,LATAM,800-000102,2021-12-17,Q322Wk11,0,0,28,0,0,522,0,0,0
40,C21000174,LATAM,800-000102,2021-12-24,Q322Wk12,0,0,18,0,0,507,0,0,0
41,C21000174,LATAM,800-000102,2021-12-31,Q322Wk13,0,0,11,0,0,494,0,0,0
42,C21000174,LATAM,800-000103,2021-10-01,Q222Wk13,0,0,3,0,0,10,0,0,0
43,C21000174,LATAM,800-000103,2021-10-08,Q322Wk01,0,0,6,0,0,4,0,0,0
44,C21000174,LATAM,800-000103,2021-10-15,Q322Wk02,0,0,3,0,0,1,0,0,0
45,C21000174,LATAM,800-000103,2021-10-22,Q322Wk03,0,0,0,0,0,1,0,0,0
46,C21000174,LATAM,800-000103,2021-10-29,Q322Wk04,0,0,0,0,0,1,0,0,0
47,C21000174,LATAM,800-000103,2021-11-05,Q322Wk05,0,0,0,0,0,1,0,0,0
48,C21000174,LATAM,800-000103,2021-11-12,Q322Wk06,0,0,1,0,0,0,0,0,0
49,C21000174,LATAM,800-000104,2021-10-01,Q222Wk13,0,0,1,0,0,58,0,0,0
50,C21000174,LATAM,800-000104,2021-10-08,Q322Wk01,0,0,2,0,0,53,0,0,0
51,C21000174,LATAM,800-000104,2021-10-15,Q322Wk02,0,0,3,0,0,53,0,0,0
52,C21000174,LATAM,800-000104,2021-10-22,Q322Wk03,0,0,18,0,0,35,0,0,0
53,C21000174,LATAM,800-000104,2021-10-29,Q322Wk04,0,0,0,0,0,35,0,0,0
54,C21000174,LATAM,800-000104,2021-11-05,Q322Wk05,0,0,0,0,0,35,0,0,0
55,C21000174,LATAM,800-000104,2021-11-12,Q322Wk06,0,0,0,0,0,32,0,0,0
56,C21000174,LATAM,800-000104,2021-11-19,Q322Wk07,0,0,4,0,0,31,0,0,0
57,C21000174,LATAM,800-000104,2021-11-26,Q322Wk08,0,0,2,0,0,29,0,0,0
58,C21000174,LATAM,800-000104,2021-12-03,Q322Wk09,0,0,2,0,0,27,0,0,0
59,C21000174,LATAM,800-000104,2021-12-10,Q322Wk10,0,0,2,0,0,25,0,0,0
60,C21000174,LATAM,800-000104,2021-12-17,Q322Wk11,0,0,2,0,0,23,0,0,0
61,C21000174,LATAM,800-000104,2021-12-24,Q322Wk12,0,0,0,0,0,23,0,0,0
62,C21000174,LATAM,800-000104,2021-12-31,Q322Wk13,0,0,0,0,0,23,0,0,0
63,C21000174,LATAM,800-000105,2021-10-01,Q222Wk13,0,0,1,0,0,59,0,0,0
64,C21000174,LATAM,800-000105,2021-10-08,Q322Wk01,0,0,2,0,0,57,0,0,0
65,C21000174,LATAM,800-000105,2021-10-15,Q322Wk02,0,0,0,0,0,57,0,0,0
66,C21000174,LATAM,800-000105,2021-10-22,Q322Wk03,0,0,19,0,0,38,0,0,0
67,C21000174,LATAM,800-000105,2021-10-29,Q322Wk04,0,0,0,0,0,38,0,0,0
68,C21000174,LATAM,800-000105,2021-11-05,Q322Wk05,0,0,0,0,0,37,0,0,0
69,C21000174,LATAM,800-000105,2021-11-12,Q322Wk06,0,0,2,0,0,36,0,0,0
70,C21000174,LATAM,800-000105,2021-11-19,Q322Wk07,0,0,1,0,0,35,0,0,0
71,C21000174,LATAM,800-000105,2021-11-26,Q322Wk08,0,0,0,0,0,35,0,0,0
72,C21000174,LATAM,800-000105,2021-12-03,Q322Wk09,0,0,1,0,0,34,0,0,0
73,C21000174,LATAM,800-000105,2021-12-10,Q322Wk10,0,0,0,0,0,34,0,0,0
74,C21000174,LATAM,800-000105,2021-12-17,Q322Wk11,0,0,1,0,0,33,0,0,0
75,C21000174,LATAM,800-000105,2021-12-24,Q322Wk12,0,0,1,0,0,32,0,0,0
76,C21000174,LATAM,800-000105,2021-12-31,Q322Wk13,0,0,0,0,0,32,0,0,0
77,C21000174,LATAM,800-000106,2021-10-01,Q222Wk13,0,0,12,0,0,165,0,0,0
78,C21000174,LATAM,800-000106,2021-10-08,Q322Wk01,0,0,4,0,0,161,0,0,0
79,C21000174,LATAM,800-000106,2021-10-15,Q322Wk02,0,0,5,0,0,155,0,0,0
80,C21000174,LATAM,800-000106,2021-10-22,Q322Wk03,0,0,10,0,0,146,0,0,0
81,C21000174,LATAM,800-000106,2021-10-29,Q322Wk04,0,0,7,0,0,138,0,0,0
82,C21000174,LATAM,800-000106,2021-11-05,Q322Wk05,0,0,8,0,0,128,0,0,0
83,C21000174,LATAM,800-000106,2021-11-12,Q322Wk06,0,0,10,0,0,121,0,0,0
84,C21000174,LATAM,800-000106,2021-11-19,Q322Wk07,0,0,32,0,0,88,0,0,0
85,C21000174,LATAM,800-000106,2021-11-26,Q322Wk08,0,0,6,0,0,83,0,0,0
86,C21000174,LATAM,800-000106,2021-12-03,Q322Wk09,0,0,6,0,0,77,0,0,0
87,C21000174,LATAM,800-000106,2021-12-10,Q322Wk10,0,0,4,0,0,73,0,0,0
88,C21000174,LATAM,800-000106,2021-12-17,Q322Wk11,0,0,6,0,0,68,0,0,0
89,C21000174,LATAM,800-000106,2021-12-24,Q322Wk12,0,0,4,0,0,65,0,0,0
90,C21000174,LATAM,800-000106,2021-12-31,Q322Wk13,0,0,4,0,0,62,0,0,0
91,C21000174,LATAM,800-000107,2021-10-01,Q222Wk13,0,0,7,0,0,71,0,0,0
92,C21000174,LATAM,800-000107,2021-10-08,Q322Wk01,0,0,2,0,0,68,0,0,0
93,C21000174,LATAM,800-000107,2021-10-15,Q322Wk02,0,0,3,0,0,66,0,0,0
94,C21000174,LATAM,800-000107,2021-10-22,Q322Wk03,0,0,0,0,0,66,0,0,0
95,C21000174,LATAM,800-000107,2021-10-29,Q322Wk04,0,0,5,1,0,60,0,1,0
96,C21000174,LATAM,800-000107,2021-11-05,Q322Wk05,0,0,1,0,0,56,0,0,0
97,C21000174,LATAM,800-000107,2021-11-12,Q322Wk06,0,0,4,0,0,55,0,0,0
98,C21000174,LATAM,800-000107,2021-11-19,Q322Wk07,0,0,3,0,0,52,0,0,0
99,C21000174,LATAM,800-000107,2021-11-26,Q322Wk08,0,0,3,0,0,48,0,0,0
100,C21000174,LATAM,800-000107,2021-12-03,Q322Wk09,0,0,4,0,0,45,0,0,0
101,C21000174,LATAM,800-000107,2021-12-10,Q322Wk10,0,0,1,0,0,43,0,0,0
102,C21000174,LATAM,800-000107,2021-12-17,Q322Wk11,0,0,2,0,0,42,0,0,0
103,C21000174,LATAM,800-000107,2021-12-24,Q322Wk12,0,0,0,0,0,42,0,0,0
104,C21000174,LATAM,800-000107,2021-12-31,Q322Wk13,0,0,2,0,0,40,0,0,0
105,C21000174,LATAM,800-000108,2021-10-01,Q222Wk13,0,0,0,0,0,286,0,0,0
106,C21000174,LATAM,800-000108,2021-10-08,Q322Wk01,0,0,10,0,0,276,0,0,0
107,C21000174,LATAM,800-000108,2021-10-15,Q322Wk02,0,0,2,0,0,274,0,0,0
108,C21000174,LATAM,800-000108,2021-10-22,Q322Wk03,0,0,19,0,0,254,0,0,0
109,C21000174,LATAM,800-000108,2021-10-29,Q322Wk04,0,0,1,0,0,254,0,0,0
110,C21000174,LATAM,800-000108,2021-11-05,Q322Wk05,0,0,0,0,0,253,0,0,0
111,C21000174,LATAM,800-000108,2021-11-12,Q322Wk06,0,0,4,0,0,250,0,0,0
112,C21000174,LATAM,800-000108,2021-11-19,Q322Wk07,0,0,0,0,0,250,0,0,0
113,C21000174,LATAM,800-000108,2021-11-26,Q322Wk08,0,0,1,0,0,247,0,0,0
114,C21000174,LATAM,800-000108,2021-12-03,Q322Wk09,0,0,4,0,0,245,0,0,0
115,C21000174,LATAM,800-000108,2021-12-10,Q322Wk10,0,0,4,0,0,241,0,0,0
116,C21000174,LATAM,800-000108,2021-12-17,Q322Wk11,0,0,1,0,0,240,0,0,0
117,C21000174,LATAM,800-000108,2021-12-24,Q322Wk12,0,0,1,0,0,239,0,0,0
118,C21000174,LATAM,800-000108,2021-12-31,Q322Wk13,0,0,0,0,0,238,0,0,0
119,C21000174,LATAM,800-000109,2021-10-01,Q222Wk13,0,0,0,0,0,271,0,0,0
120,C21000174,LATAM,800-000109,2021-10-08,Q322Wk01,0,0,3,0,0,268,0,0,0
121,C21000174,LATAM,800-000109,2021-10-15,Q322Wk02,0,0,2,0,0,266,0,0,0
122,C21000174,LATAM,800-000109,2021-10-22,Q322Wk03,0,0,1,0,0,265,0,0,0
123,C21000174,LATAM,800-000109,2021-10-29,Q322Wk04,0,0,1,0,0,263,0,0,0
124,C21000174,LATAM,800-000109,2021-11-05,Q322Wk05,0,0,2,0,0,262,0,0,0
125,C21000174,LATAM,800-000109,2021-11-12,Q322Wk06,0,0,0,0,0,262,0,0,0
126,C21000174,LATAM,800-000109,2021-11-19,Q322Wk07,0,0,1,0,0,261,0,0,0
127,C21000174,LATAM,800-000109,2021-11-26,Q322Wk08,0,0,0,0,0,261,0,0,0
128,C21000174,LATAM,800-000109,2021-12-03,Q322Wk09,0,0,2,0,0,259,0,0,0
129,C21000174,LATAM,800-000109,2021-12-10,Q322Wk10,0,0,1,0,0,258,0,0,0
130,C21000174,LATAM,800-000109,2021-12-17,Q322Wk11,0,0,0,0,0,258,0,0,0
131,C21000174,LATAM,800-000109,2021-12-24,Q322Wk12,0,0,11,0,0,247,0,0,0
132,C21000174,LATAM,800-000109,2021-12-31,Q322Wk13,0,0,1,0,0,244,0,0,0
133,C21000174,LATAM,800-000110,2021-10-01,Q222Wk13,0,0,0,0,0,68,0,0,0
134,C21000174,LATAM,800-000110,2021-10-08,Q322Wk01,260,0,5,0,0,62,260,0,0
135,C21000174,LATAM,800-000110,2021-10-15,Q322Wk02,300,0,4,0,0,59,560,0,0
136,C21000174,LATAM,800-000110,2021-10-22,Q322Wk03,0,0,11,0,0,46,560,0,0
137,C21000174,LATAM,800-000110,2021-10-29,Q322Wk04,0,0,8,0,0,40,300,0,0
138,C21000174,LATAM,800-000110,2021-11-05,Q322Wk05,0,0,1,0,0,39,0,0,0
139,C21000174,LATAM,800-000110,2021-11-12,Q322Wk06,200,0,14,0,0,277,200,0,0
140,C21000174,LATAM,800-000110,2021-11-19,Q322Wk07,0,0,84,0,0,200,200,0,0
141,C21000174,LATAM,800-000110,2021-11-26,Q322Wk08,0,0,53,0,0,432,200,0,0
142,C21000174,LATAM,800-000110,2021-12-03,Q322Wk09,0,0,59,0,0,388,0,0,0
143,C21000174,LATAM,800-000110,2021-12-10,Q322Wk10,0,0,245,0,0,146,0,0,0
144,C21000174,LATAM,800-000110,2021-12-17,Q322Wk11,0,0,62,0,0,85,0,0,0
145,C21000174,LATAM,800-000110,2021-12-24,Q322Wk12,0,0,28,0,0,260,0,0,0
146,C21000174,LATAM,800-000110,2021-12-31,Q322Wk13,0,0,7,0,0,252,0,0,0
147,C21000174,LATAM,800-000111,2021-10-01,Q222Wk13,0,0,92,0,0,482,0,0,0
148,C21000174,LATAM,800-000111,2021-10-08,Q322Wk01,0,0,115,0,0,391,0,0,0
149,C21000174,LATAM,800-000111,2021-10-15,Q322Wk02,0,0,63,0,0,326,0,0,0
150,C21000174,LATAM,800-000111,2021-10-22,Q322Wk03,0,0,104,1,0,222,0,1,0
151,C21000174,LATAM,800-000111,2021-10-29,Q322Wk04,400,0,54,0,0,170,400,0,0
152,C21000174,LATAM,800-000111,2021-11-05,Q322Wk05,0,0,28,0,0,153,400,0,0
153,C21000174,LATAM,800-000111,2021-11-12,Q322Wk06,600,0,55,0,0,100,1000,0,0
154,C21000174,LATAM,800-000111,2021-11-19,Q322Wk07,0,0,40,0,0,61,600,0,0
155,C21000174,LATAM,800-000111,2021-11-26,Q322Wk08,0,0,7,0,0,56,600,0,0
156,C21000174,LATAM,800-000111,2021-12-03,Q322Wk09,0,-8,7,0,0,48,0,0,0
157,C21000174,LATAM,800-000111,2021-12-10,Q322Wk10,0,0,13,0,0,37,0,0,0
158,C21000174,LATAM,800-000111,2021-12-17,Q322Wk11,0,0,3,0,0,35,0,0,0
159,C21000174,LATAM,800-000111,2021-12-24,Q322Wk12,0,0,42,0,0,876,0,0,0
160,C21000174,LATAM,800-000111,2021-12-31,Q322Wk13,0,0,58,0,0,810,0,0,0
161,C21000174,LATAM,800-000112,2021-10-01,Q222Wk13,0,0,12,0,0,281,0,0,0
162,C21000174,LATAM,800-000112,2021-10-08,Q322Wk01,160,0,26,0,0,264,160,0,0
163,C21000174,LATAM,800-000112,2021-10-15,Q322Wk02,0,0,11,0,0,249,160,0,0
164,C21000174,LATAM,800-000112,2021-10-22,Q322Wk03,0,0,31,0,0,219,160,0,0
165,C21000174,LATAM,800-000112,2021-10-29,Q322Wk04,0,0,5,0,0,211,0,0,0
166,C21000174,LATAM,800-000112,2021-11-05,Q322Wk05,0,0,11,0,0,200,0,0,0
167,C21000174,LATAM,800-000112,2021-11-12,Q322Wk06,160,0,27,0,0,328,160,0,0
168,C21000174,LATAM,800-000112,2021-11-19,Q322Wk07,0,0,62,0,0,273,160,0,0
169,C21000174,LATAM,800-000112,2021-11-26,Q322Wk08,0,0,24,0,0,249,160,0,0
170,C21000174,LATAM,800-000112,2021-12-03,Q322Wk09,0,0,29,0,0,223,0,0,0
171,C21000174,LATAM,800-000112,2021-12-10,Q322Wk10,0,0,52,0,0,175,0,0,0
172,C21000174,LATAM,800-000112,2021-12-17,Q322Wk11,0,0,10,0,0,161,0,0,0
173,C21000174,LATAM,800-000112,2021-12-24,Q322Wk12,0,0,26,0,0,299,0,0,0
174,C21000174,LATAM,800-000112,2021-12-31,Q322Wk13,0,0,8,0,0,291,0,0,0
175,C21000174,LATAM,800-000113,2021-10-01,Q222Wk13,0,0,0,0,0,63,0,0,0
176,C21000174,LATAM,800-000113,2021-10-08,Q322Wk01,0,0,2,0,0,62,0,0,0
177,C21000174,LATAM,800-000113,2021-10-15,Q322Wk02,0,0,2,0,0,61,0,0,0
178,C21000174,LATAM,800-000113,2021-10-22,Q322Wk03,0,0,0,1,0,60,0,1,0
179,C21000174,LATAM,800-000113,2021-10-29,Q322Wk04,0,0,4,0,0,56,0,0,0
180,C21000174,LATAM,800-000113,2021-11-05,Q322Wk05,0,0,0,0,0,56,0,0,0
181,C21000174,LATAM,800-000113,2021-11-12,Q322Wk06,0,0,0,0,0,53,0,0,0
182,C21000174,LATAM,800-000113,2021-11-19,Q322Wk07,0,0,3,0,0,53,0,0,0
183,C21000174,LATAM,800-000113,2021-11-26,Q322Wk08,0,0,1,0,0,52,0,0,0
184,C21000174,LATAM,800-000113,2021-12-03,Q322Wk09,0,0,1,0,0,51,0,0,0
185,C21000174,LATAM,800-000113,2021-12-10,Q322Wk10,0,0,0,0,0,51,0,0,0
186,C21000174,LATAM,800-000113,2021-12-17,Q322Wk11,0,0,1,0,0,49,0,0,0
187,C21000174,LATAM,800-000113,2021-12-24,Q322Wk12,0,0,1,0,0,49,0,0,0
188,C21000174,LATAM,800-000113,2021-12-31,Q322Wk13,0,0,1,0,0,48,0,0,0
189,C21000174,LATAM,800-000114,2021-10-01,Q222Wk13,0,0,5,0,0,61,0,0,0
190,C21000174,LATAM,800-000114,2021-10-08,Q322Wk01,0,0,3,0,0,57,0,0,0
191,C21000174,LATAM,800-000114,2021-10-15,Q322Wk02,100,0,17,0,0,41,100,0,0
192,C21000174,LATAM,800-000114,2021-10-22,Q322Wk03,0,0,19,0,0,22,100,0,0
193,C21000174,LATAM,800-000114,2021-10-29,Q322Wk04,0,0,1,0,0,20,100,0,0
194,C21000174,LATAM,800-000114,2021-11-05,Q322Wk05,52,0,17,0,0,19,52,0,0
195,C21000174,LATAM,800-000114,2021-11-12,Q322Wk06,240,0,1,0,0,23,292,0,0
196,C21000174,LATAM,800-000114,2021-11-19,Q322Wk07,0,0,3,0,0,21,292,0,0
197,C21000174,LATAM,800-000114,2021-11-26,Q322Wk08,0,0,2,0,0,119,240,0,0
198,C21000174,LATAM,800-000114,2021-12-03,Q322Wk09,0,-20,1,0,0,118,0,0,0
199,C21000174,LATAM,800-000114,2021-12-10,Q322Wk10,0,0,50,0,0,71,0,0,0
200,C21000174,LATAM,800-000114,2021-12-17,Q322Wk11,0,0,15,0,0,55,0,0,0
201,C21000174,LATAM,800-000114,2021-12-24,Q322Wk12,0,0,11,0,0,319,0,0,0
202,C21000174,LATAM,800-000114,2021-12-31,Q322Wk13,0,0,6,0,0,313,0,0,0
203,C21000174,LATAM,800-000115,2021-10-29,Q322Wk04,60,0,0,0,0,0,60,0,0
204,C21000174,LATAM,800-000115,2021-11-05,Q322Wk05,32,0,0,0,0,0,92,0,0
205,C21000174,LATAM,800-000115,2021-11-12,Q322Wk06,0,0,0,0,0,0,92,0,0
206,C21000174,LATAM,800-000115,2021-11-19,Q322Wk07,0,0,0,0,0,0,32,0,0
207,C21000174,LATAM,800-000115,2021-12-10,Q322Wk10,100,0,0,0,0,0,100,0,0
208,C21000174,LATAM,800-000115,2021-12-17,Q322Wk11,0,0,0,0,0,0,100,0,0
209,C21000174,LATAM,800-000115,2021-12-24,Q322Wk12,0,0,1,0,0,91,100,0,0
210,C21000174,LATAM,800-000115,2021-12-31,Q322Wk13,0,0,3,0,0,88,0,0,0
211,C21000174,LATAM,800-000116,2021-10-01,Q222Wk13,0,0,6,0,0,18,0,0,0
212,C21000174,LATAM,800-000116,2021-10-08,Q322Wk01,0,0,2,0,0,14,0,0,0
213,C21000174,LATAM,800-000116,2021-10-15,Q322Wk02,0,0,4,0,0,9,0,0,0
214,C21000174,LATAM,800-000116,2021-10-22,Q322Wk03,0,0,3,0,0,5,0,0,0
215,C21000174,LATAM,800-000116,2021-10-29,Q322Wk04,0,0,4,0,0,4,0,0,0
216,C21000174,LATAM,800-000116,2021-11-05,Q322Wk05,0,0,0,0,0,4,0,0,0
217,C21000174,LATAM,800-000116,2021-11-12,Q322Wk06,200,0,0,0,0,4,200,0,0
218,C21000174,LATAM,800-000116,2021-11-19,Q322Wk07,0,0,0,0,0,4,200,0,0
219,C21000174,LATAM,800-000116,2021-11-26,Q322Wk08,0,0,2,0,0,1,200,0,0
220,C21000174,LATAM,800-000116,2021-12-03,Q322Wk09,0,0,1,0,0,1,0,0,0
221,C21000174,LATAM,800-000116,2021-12-10,Q322Wk10,0,0,0,0,0,1,0,0,0
222,C21000174,LATAM,800-000116,2021-12-17,Q322Wk11,0,0,1,0,0,0,0,0,0
223,C21000174,LATAM,800-000116,2021-12-24,Q322Wk12,0,0,7,0,0,193,0,0,0
224,C21000174,LATAM,800-000116,2021-12-31,Q322Wk13,0,0,0,0,0,185,0,0,0
225,C21000174,LATAM,800-000117,2021-10-01,Q222Wk13,0,0,1,0,0,61,0,0,0
226,C21000174,LATAM,800-000117,2021-10-08,Q322Wk01,0,0,1,0,0,60,0,0,0
227,C21000174,LATAM,800-000117,2021-10-15,Q322Wk02,0,0,3,0,0,57,0,0,0
228,C21000174,LATAM,800-000117,2021-10-22,Q322Wk03,0,0,1,0,0,56,0,0,0
229,C21000174,LATAM,800-000117,2021-10-29,Q322Wk04,0,0,1,0,0,55,0,0,0
230,C21000174,LATAM,800-000117,2021-11-05,Q322Wk05,0,0,1,0,0,54,0,0,0
231,C21000174,LATAM,800-000117,2021-11-12,Q322Wk06,0,0,0,0,0,54,0,0,0
232,C21000174,LATAM,800-000117,2021-11-19,Q322Wk07,0,0,0,0,0,54,0,0,0
233,C21000174,LATAM,800-000117,2021-11-26,Q322Wk08,0,0,0,0,0,54,0,0,0
234,C21000174,LATAM,800-000117,2021-12-03,Q322Wk09,0,0,2,0,0,52,0,0,0
235,C21000174,LATAM,800-000117,2021-12-10,Q322Wk10,0,0,8,0,0,44,0,0,0
236,C21000174,LATAM,800-000117,2021-12-17,Q322Wk11,0,0,1,0,0,43,0,0,0
237,C21000174,LATAM,800-000117,2021-12-24,Q322Wk12,0,0,1,0,0,42,0,0,0
238,C21000174,LATAM,800-000117,2021-12-31,Q322Wk13,0,0,3,0,0,39,0,0,0
239,C21000174,LATAM,800-000118,2021-10-01,Q222Wk13,0,0,3,0,0,15,0,0,0
240,C21000174,LATAM,800-000118,2021-10-08,Q322Wk01,0,0,1,0,0,14,0,0,0
241,C21000174,LATAM,800-000118,2021-10-15,Q322Wk02,0,0,2,0,0,11,0,0,0
242,C21000174,LATAM,800-000118,2021-10-22,Q322Wk03,0,0,1,0,0,10,0,0,0
243,C21000174,LATAM,800-000118,2021-10-29,Q322Wk04,0,0,6,0,0,4,0,0,0
244,C21000174,LATAM,800-000118,2021-11-05,Q322Wk05,0,0,0,0,0,4,0,0,0
245,C21000174,LATAM,800-000118,2021-11-12,Q322Wk06,0,0,0,0,0,4,0,0,0
246,C21000174,LATAM,800-000118,2021-11-19,Q322Wk07,0,0,0,0,0,4,0,0,0
247,C21000174,LATAM,800-000118,2021-11-26,Q322Wk08,0,0,0,0,0,3,0,0,0
248,C21000174,LATAM,800-000118,2021-12-03,Q322Wk09,0,0,1,0,0,3,0,0,0
249,C21000174,LATAM,800-000118,2021-12-10,Q322Wk10,0,0,1,0,0,2,0,0,0
250,C21000174,LATAM,800-000118,2021-12-17,Q322Wk11,0,0,0,0,0,2,0,0,0
251,C21000174,LATAM,800-000118,2021-12-24,Q322Wk12,0,0,0,0,0,2,0,0,0
252,C21000174,LATAM,800-000118,2021-12-31,Q322Wk13,0,0,0,0,0,2,0,0,0
253,C21000174,LATAM,800-000119,2021-10-01,Q222Wk13,0,0,1,0,0,36,0,0,0
254,C21000174,LATAM,800-000119,2021-10-08,Q322Wk01,0,0,2,0,0,34,0,0,0
255,C21000174,LATAM,800-000119,2021-10-15,Q322Wk02,0,0,19,0,0,16,0,0,0
256,C21000174,LATAM,800-000119,2021-10-22,Q322Wk03,0,0,1,0,0,14,0,0,0
257,C21000174,LATAM,800-000119,2021-10-29,Q322Wk04,40,0,2,0,0,13,40,0,0
258,C21000174,LATAM,800-000119,2021-11-05,Q322Wk05,0,0,24,0,0,1,40,0,0
259,C21000174,LATAM,800-000119,2021-11-12,Q322Wk06,240,0,1,0,0,0,280,0,0
260,C21000174,LATAM,800-000119,2021-11-19,Q322Wk07,0,0,0,0,0,0,240,0,0
261,C21000174,LATAM,800-000119,2021-11-26,Q322Wk08,0,0,0,0,0,40,240,0,0
262,C21000174,LATAM,800-000119,2021-12-03,Q322Wk09,0,0,40,0,0,0,0,0,0
263,C21000174,LATAM,800-000119,2021-12-24,Q322Wk12,0,0,3,0,0,234,0,0,0
264,C21000174,LATAM,800-000119,2021-12-31,Q322Wk13,0,0,10,0,0,219,0,0,0
265,C21000174,LATAM,800-000120,2021-10-01,Q222Wk13,0,0,26,0,0,229,0,0,0
266,C21000174,LATAM,800-000120,2021-10-08,Q322Wk01,0,0,32,0,0,208,0,0,0
267,C21000174,LATAM,800-000120,2021-10-15,Q322Wk02,300,0,12,0,0,196,300,0,0
268,C21000174,LATAM,800-000120,2021-10-22,Q322Wk03,0,0,68,0,0,127,300,0,0
269,C21000174,LATAM,800-000120,2021-10-29,Q322Wk04,0,0,8,0,0,119,300,0,0
270,C21000174,LATAM,800-000120,2021-11-05,Q322Wk05,0,0,3,0,0,116,0,0,0
271,C21000174,LATAM,800-000120,2021-11-12,Q322Wk06,0,0,10,0,0,106,0,0,0
272,C21000174,LATAM,800-000120,2021-11-19,Q322Wk07,0,0,23,0,0,84,0,0,0
273,C21000174,LATAM,800-000120,2021-11-26,Q322Wk08,0,0,9,0,0,371,0,0,0
274,C21000174,LATAM,800-000120,2021-12-03,Q322Wk09,0,0,14,0,0,359,0,0,0
275,C21000174,LATAM,800-000120,2021-12-10,Q322Wk10,300,0,107,0,0,251,300,0,0
276,C21000174,LATAM,800-000120,2021-12-17,Q322Wk11,0,0,40,0,0,223,300,0,0
277,C21000174,LATAM,800-000120,2021-12-24,Q322Wk12,0,0,18,0,0,207,300,0,0
