logi_id,Region,sku,fiscal_week_end_date,fiscal_week_alias,a,b,c,d,e,f,g,h,i
C21000174,LATAM,800-000100,10/1/2021,Q222Wk13,0,0,0,0,0,6,0,0,0
C21000174,LATAM,800-000100,10/8/2021,Q322Wk01,0,0,0,0,0,5,0,0,0
C21000174,LATAM,800-000100,10/15/2021,Q322Wk02,0,0,1,0,0,5,0,0,0
C21000174,LATAM,800-000100,10/22/2021,Q322Wk03,0,0,0,0,0,5,0,0,0
C21000174,LATAM,800-000100,10/29/2021,Q322Wk04,0,0,2,0,0,3,0,0,0
C21000174,LATAM,800-000100,11/5/2021,Q322Wk05,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000100,11/12/2021,Q322Wk06,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000100,11/19/2021,Q322Wk07,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000100,11/26/2021,Q322Wk08,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000100,12/3/2021,Q322Wk09,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000100,12/10/2021,Q322Wk10,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000100,12/17/2021,Q322Wk11,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000100,12/24/2021,Q322Wk12,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000100,12/31/2021,Q322Wk13,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000101,10/1/2021,Q222Wk13,0,0,17,0,0,96,904,0,0
C21000174,LATAM,800-000101,10/8/2021,Q322Wk01,0,0,65,0,0,920,0,0,0
C21000174,LATAM,800-000101,10/15/2021,Q322Wk02,0,0,81,0,0,845,0,0,0
C21000174,LATAM,800-000101,10/22/2021,Q322Wk03,0,0,181,0,0,672,0,0,0
C21000174,LATAM,800-000101,10/29/2021,Q322Wk04,0,0,32,0,0,626,0,0,0
C21000174,LATAM,800-000101,11/5/2021,Q322Wk05,0,0,33,0,0,601,0,0,0
C21000174,LATAM,800-000101,11/12/2021,Q322Wk06,0,0,128,0,0,474,0,0,0
C21000174,LATAM,800-000101,11/19/2021,Q322Wk07,0,0,51,0,0,422,0,0,0
C21000174,LATAM,800-000101,11/26/2021,Q322Wk08,0,0,32,0,0,378,0,0,0
C21000174,LATAM,800-000101,12/3/2021,Q322Wk09,0,0,40,0,0,351,0,0,0
C21000174,LATAM,800-000101,12/10/2021,Q322Wk10,0,0,127,0,0,224,0,0,0
C21000174,LATAM,800-000101,12/17/2021,Q322Wk11,336,0,35,0,0,191,336,0,0
C21000174,LATAM,800-000101,12/24/2021,Q322Wk12,0,0,15,0,0,178,336,0,0
C21000174,LATAM,800-000101,12/31/2021,Q322Wk13,0,0,7,0,0,170,336,0,0
C21000174,LATAM,800-000102,10/1/2021,Q222Wk13,0,0,1,0,0,59,0,0,0
C21000174,LATAM,800-000102,10/8/2021,Q322Wk01,0,0,2,0,0,54,0,0,0
C21000174,LATAM,800-000102,10/15/2021,Q322Wk02,600,0,6,0,0,51,600,0,0
C21000174,LATAM,800-000102,10/22/2021,Q322Wk03,0,0,0,0,0,51,600,0,0
C21000174,LATAM,800-000102,10/29/2021,Q322Wk04,0,0,3,0,0,48,600,0,0
C21000174,LATAM,800-000102,11/5/2021,Q322Wk05,0,0,0,0,0,48,0,0,0
C21000174,LATAM,800-000102,11/12/2021,Q322Wk06,0,0,0,0,0,47,0,0,0
C21000174,LATAM,800-000102,11/19/2021,Q322Wk07,0,0,7,0,0,41,0,0,0
C21000174,LATAM,800-000102,11/26/2021,Q322Wk08,0,0,6,0,0,631,0,0,0
C21000174,LATAM,800-000102,12/3/2021,Q322Wk09,0,0,24,0,0,606,0,0,0
C21000174,LATAM,800-000102,12/10/2021,Q322Wk10,0,0,24,33,0,551,0,33,0
C21000174,LATAM,800-000102,12/17/2021,Q322Wk11,0,0,28,0,0,522,0,0,0
C21000174,LATAM,800-000102,12/24/2021,Q322Wk12,0,0,18,0,0,507,0,0,0
C21000174,LATAM,800-000102,12/31/2021,Q322Wk13,0,0,11,0,0,494,0,0,0
C21000174,LATAM,800-000103,10/1/2021,Q222Wk13,0,0,3,0,0,10,0,0,0
C21000174,LATAM,800-000103,10/8/2021,Q322Wk01,0,0,6,0,0,4,0,0,0
C21000174,LATAM,800-000103,10/15/2021,Q322Wk02,0,0,3,0,0,1,0,0,0
C21000174,LATAM,800-000103,10/22/2021,Q322Wk03,0,0,0,0,0,1,0,0,0
C21000174,LATAM,800-000103,10/29/2021,Q322Wk04,0,0,0,0,0,1,0,0,0
C21000174,LATAM,800-000103,11/5/2021,Q322Wk05,0,0,0,0,0,1,0,0,0
C21000174,LATAM,800-000103,11/12/2021,Q322Wk06,0,0,1,0,0,0,0,0,0
C21000174,LATAM,800-000104,10/1/2021,Q222Wk13,0,0,1,0,0,58,0,0,0
C21000174,LATAM,800-000104,10/8/2021,Q322Wk01,0,0,2,0,0,53,0,0,0
C21000174,LATAM,800-000104,10/15/2021,Q322Wk02,0,0,3,0,0,53,0,0,0
C21000174,LATAM,800-000104,10/22/2021,Q322Wk03,0,0,18,0,0,35,0,0,0
C21000174,LATAM,800-000104,10/29/2021,Q322Wk04,0,0,0,0,0,35,0,0,0
C21000174,LATAM,800-000104,11/5/2021,Q322Wk05,0,0,0,0,0,35,0,0,0
C21000174,LATAM,800-000104,11/12/2021,Q322Wk06,0,0,0,0,0,32,0,0,0
C21000174,LATAM,800-000104,11/19/2021,Q322Wk07,0,0,4,0,0,31,0,0,0
C21000174,LATAM,800-000104,11/26/2021,Q322Wk08,0,0,2,0,0,29,0,0,0
C21000174,LATAM,800-000104,12/3/2021,Q322Wk09,0,0,2,0,0,27,0,0,0
C21000174,LATAM,800-000104,12/10/2021,Q322Wk10,0,0,2,0,0,25,0,0,0
C21000174,LATAM,800-000104,12/17/2021,Q322Wk11,0,0,2,0,0,23,0,0,0
C21000174,LATAM,800-000104,12/24/2021,Q322Wk12,0,0,0,0,0,23,0,0,0
C21000174,LATAM,800-000104,12/31/2021,Q322Wk13,0,0,0,0,0,23,0,0,0
C21000174,LATAM,800-000105,10/1/2021,Q222Wk13,0,0,1,0,0,59,0,0,0
C21000174,LATAM,800-000105,10/8/2021,Q322Wk01,0,0,2,0,0,57,0,0,0
C21000174,LATAM,800-000105,10/15/2021,Q322Wk02,0,0,0,0,0,57,0,0,0
C21000174,LATAM,800-000105,10/22/2021,Q322Wk03,0,0,19,0,0,38,0,0,0
C21000174,LATAM,800-000105,10/29/2021,Q322Wk04,0,0,0,0,0,38,0,0,0
C21000174,LATAM,800-000105,11/5/2021,Q322Wk05,0,0,0,0,0,37,0,0,0
C21000174,LATAM,800-000105,11/12/2021,Q322Wk06,0,0,2,0,0,36,0,0,0
C21000174,LATAM,800-000105,11/19/2021,Q322Wk07,0,0,1,0,0,35,0,0,0
C21000174,LATAM,800-000105,11/26/2021,Q322Wk08,0,0,0,0,0,35,0,0,0
C21000174,LATAM,800-000105,12/3/2021,Q322Wk09,0,0,1,0,0,34,0,0,0
C21000174,LATAM,800-000105,12/10/2021,Q322Wk10,0,0,0,0,0,34,0,0,0
C21000174,LATAM,800-000105,12/17/2021,Q322Wk11,0,0,1,0,0,33,0,0,0
C21000174,LATAM,800-000105,12/24/2021,Q322Wk12,0,0,1,0,0,32,0,0,0
C21000174,LATAM,800-000105,12/31/2021,Q322Wk13,0,0,0,0,0,32,0,0,0
C21000174,LATAM,800-000106,10/1/2021,Q222Wk13,0,0,12,0,0,165,0,0,0
C21000174,LATAM,800-000106,10/8/2021,Q322Wk01,0,0,4,0,0,161,0,0,0
C21000174,LATAM,800-000106,10/15/2021,Q322Wk02,0,0,5,0,0,155,0,0,0
C21000174,LATAM,800-000106,10/22/2021,Q322Wk03,0,0,10,0,0,146,0,0,0
C21000174,LATAM,800-000106,10/29/2021,Q322Wk04,0,0,7,0,0,138,0,0,0
C21000174,LATAM,800-000106,11/5/2021,Q322Wk05,0,0,8,0,0,128,0,0,0
C21000174,LATAM,800-000106,11/12/2021,Q322Wk06,0,0,10,0,0,121,0,0,0
C21000174,LATAM,800-000106,11/19/2021,Q322Wk07,0,0,32,0,0,88,0,0,0
C21000174,LATAM,800-000106,11/26/2021,Q322Wk08,0,0,6,0,0,83,0,0,0
C21000174,LATAM,800-000106,12/3/2021,Q322Wk09,0,0,6,0,0,77,0,0,0
C21000174,LATAM,800-000106,12/10/2021,Q322Wk10,0,0,4,0,0,73,0,0,0
C21000174,LATAM,800-000106,12/17/2021,Q322Wk11,0,0,6,0,0,68,0,0,0
C21000174,LATAM,800-000106,12/24/2021,Q322Wk12,0,0,4,0,0,65,0,0,0
C21000174,LATAM,800-000106,12/31/2021,Q322Wk13,0,0,4,0,0,62,0,0,0
C21000174,LATAM,800-000107,10/1/2021,Q222Wk13,0,0,7,0,0,71,0,0,0
C21000174,LATAM,800-000107,10/8/2021,Q322Wk01,0,0,2,0,0,68,0,0,0
C21000174,LATAM,800-000107,10/15/2021,Q322Wk02,0,0,3,0,0,66,0,0,0
C21000174,LATAM,800-000107,10/22/2021,Q322Wk03,0,0,0,0,0,66,0,0,0
C21000174,LATAM,800-000107,10/29/2021,Q322Wk04,0,0,5,1,0,60,0,1,0
C21000174,LATAM,800-000107,11/5/2021,Q322Wk05,0,0,1,0,0,56,0,0,0
C21000174,LATAM,800-000107,11/12/2021,Q322Wk06,0,0,4,0,0,55,0,0,0
C21000174,LATAM,800-000107,11/19/2021,Q322Wk07,0,0,3,0,0,52,0,0,0
C21000174,LATAM,800-000107,11/26/2021,Q322Wk08,0,0,3,0,0,48,0,0,0
C21000174,LATAM,800-000107,12/3/2021,Q322Wk09,0,0,4,0,0,45,0,0,0
C21000174,LATAM,800-000107,12/10/2021,Q322Wk10,0,0,1,0,0,43,0,0,0
C21000174,LATAM,800-000107,12/17/2021,Q322Wk11,0,0,2,0,0,42,0,0,0
C21000174,LATAM,800-000107,12/24/2021,Q322Wk12,0,0,0,0,0,42,0,0,0
C21000174,LATAM,800-000107,12/31/2021,Q322Wk13,0,0,2,0,0,40,0,0,0
C21000174,LATAM,800-000108,10/1/2021,Q222Wk13,0,0,0,0,0,286,0,0,0
C21000174,LATAM,800-000108,10/8/2021,Q322Wk01,0,0,10,0,0,276,0,0,0
C21000174,LATAM,800-000108,10/15/2021,Q322Wk02,0,0,2,0,0,274,0,0,0
C21000174,LATAM,800-000108,10/22/2021,Q322Wk03,0,0,19,0,0,254,0,0,0
C21000174,LATAM,800-000108,10/29/2021,Q322Wk04,0,0,1,0,0,254,0,0,0
C21000174,LATAM,800-000108,11/5/2021,Q322Wk05,0,0,0,0,0,253,0,0,0
C21000174,LATAM,800-000108,11/12/2021,Q322Wk06,0,0,4,0,0,250,0,0,0
C21000174,LATAM,800-000108,11/19/2021,Q322Wk07,0,0,0,0,0,250,0,0,0
C21000174,LATAM,800-000108,11/26/2021,Q322Wk08,0,0,1,0,0,247,0,0,0
C21000174,LATAM,800-000108,12/3/2021,Q322Wk09,0,0,4,0,0,245,0,0,0
C21000174,LATAM,800-000108,12/10/2021,Q322Wk10,0,0,4,0,0,241,0,0,0
C21000174,LATAM,800-000108,12/17/2021,Q322Wk11,0,0,1,0,0,240,0,0,0
C21000174,LATAM,800-000108,12/24/2021,Q322Wk12,0,0,1,0,0,239,0,0,0
C21000174,LATAM,800-000108,12/31/2021,Q322Wk13,0,0,0,0,0,238,0,0,0
C21000174,LATAM,800-000109,10/1/2021,Q222Wk13,0,0,0,0,0,271,0,0,0
C21000174,LATAM,800-000109,10/8/2021,Q322Wk01,0,0,3,0,0,268,0,0,0
C21000174,LATAM,800-000109,10/15/2021,Q322Wk02,0,0,2,0,0,266,0,0,0
C21000174,LATAM,800-000109,10/22/2021,Q322Wk03,0,0,1,0,0,265,0,0,0
C21000174,LATAM,800-000109,10/29/2021,Q322Wk04,0,0,1,0,0,263,0,0,0
C21000174,LATAM,800-000109,11/5/2021,Q322Wk05,0,0,2,0,0,262,0,0,0
C21000174,LATAM,800-000109,11/12/2021,Q322Wk06,0,0,0,0,0,262,0,0,0
C21000174,LATAM,800-000109,11/19/2021,Q322Wk07,0,0,1,0,0,261,0,0,0
C21000174,LATAM,800-000109,11/26/2021,Q322Wk08,0,0,0,0,0,261,0,0,0
C21000174,LATAM,800-000109,12/3/2021,Q322Wk09,0,0,2,0,0,259,0,0,0
C21000174,LATAM,800-000109,12/10/2021,Q322Wk10,0,0,1,0,0,258,0,0,0
C21000174,LATAM,800-000109,12/17/2021,Q322Wk11,0,0,0,0,0,258,0,0,0
C21000174,LATAM,800-000109,12/24/2021,Q322Wk12,0,0,11,0,0,247,0,0,0
C21000174,LATAM,800-000109,12/31/2021,Q322Wk13,0,0,1,0,0,244,0,0,0
C21000174,LATAM,800-000110,10/1/2021,Q222Wk13,0,0,0,0,0,68,0,0,0
C21000174,LATAM,800-000110,10/8/2021,Q322Wk01,260,0,5,0,0,62,260,0,0
C21000174,LATAM,800-000110,10/15/2021,Q322Wk02,300,0,4,0,0,59,560,0,0
C21000174,LATAM,800-000110,10/22/2021,Q322Wk03,0,0,11,0,0,46,560,0,0
C21000174,LATAM,800-000110,10/29/2021,Q322Wk04,0,0,8,0,0,40,300,0,0
C21000174,LATAM,800-000110,11/5/2021,Q322Wk05,0,0,1,0,0,39,0,0,0
C21000174,LATAM,800-000110,11/12/2021,Q322Wk06,200,0,14,0,0,277,200,0,0
C21000174,LATAM,800-000110,11/19/2021,Q322Wk07,0,0,84,0,0,200,200,0,0
C21000174,LATAM,800-000110,11/26/2021,Q322Wk08,0,0,53,0,0,432,200,0,0
C21000174,LATAM,800-000110,12/3/2021,Q322Wk09,0,0,59,0,0,388,0,0,0
C21000174,LATAM,800-000110,12/10/2021,Q322Wk10,0,0,245,0,0,146,0,0,0
C21000174,LATAM,800-000110,12/17/2021,Q322Wk11,0,0,62,0,0,85,0,0,0
C21000174,LATAM,800-000110,12/24/2021,Q322Wk12,0,0,28,0,0,260,0,0,0
C21000174,LATAM,800-000110,12/31/2021,Q322Wk13,0,0,7,0,0,252,0,0,0
C21000174,LATAM,800-000111,10/1/2021,Q222Wk13,0,0,92,0,0,482,0,0,0
C21000174,LATAM,800-000111,10/8/2021,Q322Wk01,0,0,115,0,0,391,0,0,0
C21000174,LATAM,800-000111,10/15/2021,Q322Wk02,0,0,63,0,0,326,0,0,0
C21000174,LATAM,800-000111,10/22/2021,Q322Wk03,0,0,104,1,0,222,0,1,0
C21000174,LATAM,800-000111,10/29/2021,Q322Wk04,400,0,54,0,0,170,400,0,0
C21000174,LATAM,800-000111,11/5/2021,Q322Wk05,0,0,28,0,0,153,400,0,0
C21000174,LATAM,800-000111,11/12/2021,Q322Wk06,600,0,55,0,0,100,1000,0,0
C21000174,LATAM,800-000111,11/19/2021,Q322Wk07,0,0,40,0,0,61,600,0,0
C21000174,LATAM,800-000111,11/26/2021,Q322Wk08,0,0,7,0,0,56,600,0,0
C21000174,LATAM,800-000111,12/3/2021,Q322Wk09,0,-8,7,0,0,48,0,0,0
C21000174,LATAM,800-000111,12/10/2021,Q322Wk10,0,0,13,0,0,37,0,0,0
C21000174,LATAM,800-000111,12/17/2021,Q322Wk11,0,0,3,0,0,35,0,0,0
C21000174,LATAM,800-000111,12/24/2021,Q322Wk12,0,0,42,0,0,876,0,0,0
C21000174,LATAM,800-000111,12/31/2021,Q322Wk13,0,0,58,0,0,810,0,0,0
C21000174,LATAM,800-000112,10/1/2021,Q222Wk13,0,0,12,0,0,281,0,0,0
C21000174,LATAM,800-000112,10/8/2021,Q322Wk01,160,0,26,0,0,264,160,0,0
C21000174,LATAM,800-000112,10/15/2021,Q322Wk02,0,0,11,0,0,249,160,0,0
C21000174,LATAM,800-000112,10/22/2021,Q322Wk03,0,0,31,0,0,219,160,0,0
C21000174,LATAM,800-000112,10/29/2021,Q322Wk04,0,0,5,0,0,211,0,0,0
C21000174,LATAM,800-000112,11/5/2021,Q322Wk05,0,0,11,0,0,200,0,0,0
C21000174,LATAM,800-000112,11/12/2021,Q322Wk06,160,0,27,0,0,328,160,0,0
C21000174,LATAM,800-000112,11/19/2021,Q322Wk07,0,0,62,0,0,273,160,0,0
C21000174,LATAM,800-000112,11/26/2021,Q322Wk08,0,0,24,0,0,249,160,0,0
C21000174,LATAM,800-000112,12/3/2021,Q322Wk09,0,0,29,0,0,223,0,0,0
C21000174,LATAM,800-000112,12/10/2021,Q322Wk10,0,0,52,0,0,175,0,0,0
C21000174,LATAM,800-000112,12/17/2021,Q322Wk11,0,0,10,0,0,161,0,0,0
C21000174,LATAM,800-000112,12/24/2021,Q322Wk12,0,0,26,0,0,299,0,0,0
C21000174,LATAM,800-000112,12/31/2021,Q322Wk13,0,0,8,0,0,291,0,0,0
C21000174,LATAM,800-000113,10/1/2021,Q222Wk13,0,0,0,0,0,63,0,0,0
C21000174,LATAM,800-000113,10/8/2021,Q322Wk01,0,0,2,0,0,62,0,0,0
C21000174,LATAM,800-000113,10/15/2021,Q322Wk02,0,0,2,0,0,61,0,0,0
C21000174,LATAM,800-000113,10/22/2021,Q322Wk03,0,0,0,1,0,60,0,1,0
C21000174,LATAM,800-000113,10/29/2021,Q322Wk04,0,0,4,0,0,56,0,0,0
C21000174,LATAM,800-000113,11/5/2021,Q322Wk05,0,0,0,0,0,56,0,0,0
C21000174,LATAM,800-000113,11/12/2021,Q322Wk06,0,0,0,0,0,53,0,0,0
C21000174,LATAM,800-000113,11/19/2021,Q322Wk07,0,0,3,0,0,53,0,0,0
C21000174,LATAM,800-000113,11/26/2021,Q322Wk08,0,0,1,0,0,52,0,0,0
C21000174,LATAM,800-000113,12/3/2021,Q322Wk09,0,0,1,0,0,51,0,0,0
C21000174,LATAM,800-000113,12/10/2021,Q322Wk10,0,0,0,0,0,51,0,0,0
C21000174,LATAM,800-000113,12/17/2021,Q322Wk11,0,0,1,0,0,49,0,0,0
C21000174,LATAM,800-000113,12/24/2021,Q322Wk12,0,0,1,0,0,49,0,0,0
C21000174,LATAM,800-000113,12/31/2021,Q322Wk13,0,0,1,0,0,48,0,0,0
C21000174,LATAM,800-000114,10/1/2021,Q222Wk13,0,0,5,0,0,61,0,0,0
C21000174,LATAM,800-000114,10/8/2021,Q322Wk01,0,0,3,0,0,57,0,0,0
C21000174,LATAM,800-000114,10/15/2021,Q322Wk02,100,0,17,0,0,41,100,0,0
C21000174,LATAM,800-000114,10/22/2021,Q322Wk03,0,0,19,0,0,22,100,0,0
C21000174,LATAM,800-000114,10/29/2021,Q322Wk04,0,0,1,0,0,20,100,0,0
C21000174,LATAM,800-000114,11/5/2021,Q322Wk05,52,0,17,0,0,19,52,0,0
C21000174,LATAM,800-000114,11/12/2021,Q322Wk06,240,0,1,0,0,23,292,0,0
C21000174,LATAM,800-000114,11/19/2021,Q322Wk07,0,0,3,0,0,21,292,0,0
C21000174,LATAM,800-000114,11/26/2021,Q322Wk08,0,0,2,0,0,119,240,0,0
C21000174,LATAM,800-000114,12/3/2021,Q322Wk09,0,-20,1,0,0,118,0,0,0
C21000174,LATAM,800-000114,12/10/2021,Q322Wk10,0,0,50,0,0,71,0,0,0
C21000174,LATAM,800-000114,12/17/2021,Q322Wk11,0,0,15,0,0,55,0,0,0
C21000174,LATAM,800-000114,12/24/2021,Q322Wk12,0,0,11,0,0,319,0,0,0
C21000174,LATAM,800-000114,12/31/2021,Q322Wk13,0,0,6,0,0,313,0,0,0
C21000174,LATAM,800-000115,10/29/2021,Q322Wk04,60,0,0,0,0,0,60,0,0
C21000174,LATAM,800-000115,11/5/2021,Q322Wk05,32,0,0,0,0,0,92,0,0
C21000174,LATAM,800-000115,11/12/2021,Q322Wk06,0,0,0,0,0,0,92,0,0
C21000174,LATAM,800-000115,11/19/2021,Q322Wk07,0,0,0,0,0,0,32,0,0
C21000174,LATAM,800-000115,12/10/2021,Q322Wk10,100,0,0,0,0,0,100,0,0
C21000174,LATAM,800-000115,12/17/2021,Q322Wk11,0,0,0,0,0,0,100,0,0
C21000174,LATAM,800-000115,12/24/2021,Q322Wk12,0,0,1,0,0,91,100,0,0
C21000174,LATAM,800-000115,12/31/2021,Q322Wk13,0,0,3,0,0,88,0,0,0
C21000174,LATAM,800-000116,10/1/2021,Q222Wk13,0,0,6,0,0,18,0,0,0
C21000174,LATAM,800-000116,10/8/2021,Q322Wk01,0,0,2,0,0,14,0,0,0
C21000174,LATAM,800-000116,10/15/2021,Q322Wk02,0,0,4,0,0,9,0,0,0
C21000174,LATAM,800-000116,10/22/2021,Q322Wk03,0,0,3,0,0,5,0,0,0
C21000174,LATAM,800-000116,10/29/2021,Q322Wk04,0,0,4,0,0,4,0,0,0
C21000174,LATAM,800-000116,11/5/2021,Q322Wk05,0,0,0,0,0,4,0,0,0
C21000174,LATAM,800-000116,11/12/2021,Q322Wk06,200,0,0,0,0,4,200,0,0
C21000174,LATAM,800-000116,11/19/2021,Q322Wk07,0,0,0,0,0,4,200,0,0
C21000174,LATAM,800-000116,11/26/2021,Q322Wk08,0,0,2,0,0,1,200,0,0
C21000174,LATAM,800-000116,12/3/2021,Q322Wk09,0,0,1,0,0,1,0,0,0
C21000174,LATAM,800-000116,12/10/2021,Q322Wk10,0,0,0,0,0,1,0,0,0
C21000174,LATAM,800-000116,12/17/2021,Q322Wk11,0,0,1,0,0,0,0,0,0
C21000174,LATAM,800-000116,12/24/2021,Q322Wk12,0,0,7,0,0,193,0,0,0
C21000174,LATAM,800-000116,12/31/2021,Q322Wk13,0,0,0,0,0,185,0,0,0
C21000174,LATAM,800-000117,10/1/2021,Q222Wk13,0,0,1,0,0,61,0,0,0
C21000174,LATAM,800-000117,10/8/2021,Q322Wk01,0,0,1,0,0,60,0,0,0
C21000174,LATAM,800-000117,10/15/2021,Q322Wk02,0,0,3,0,0,57,0,0,0
C21000174,LATAM,800-000117,10/22/2021,Q322Wk03,0,0,1,0,0,56,0,0,0
C21000174,LATAM,800-000117,10/29/2021,Q322Wk04,0,0,1,0,0,55,0,0,0
C21000174,LATAM,800-000117,11/5/2021,Q322Wk05,0,0,1,0,0,54,0,0,0
C21000174,LATAM,800-000117,11/12/2021,Q322Wk06,0,0,0,0,0,54,0,0,0
C21000174,LATAM,800-000117,11/19/2021,Q322Wk07,0,0,0,0,0,54,0,0,0
C21000174,LATAM,800-000117,11/26/2021,Q322Wk08,0,0,0,0,0,54,0,0,0
C21000174,LATAM,800-000117,12/3/2021,Q322Wk09,0,0,2,0,0,52,0,0,0
C21000174,LATAM,800-000117,12/10/2021,Q322Wk10,0,0,8,0,0,44,0,0,0
C21000174,LATAM,800-000117,12/17/2021,Q322Wk11,0,0,1,0,0,43,0,0,0
C21000174,LATAM,800-000117,12/24/2021,Q322Wk12,0,0,1,0,0,42,0,0,0
C21000174,LATAM,800-000117,12/31/2021,Q322Wk13,0,0,3,0,0,39,0,0,0
C21000174,LATAM,800-000118,10/1/2021,Q222Wk13,0,0,3,0,0,15,0,0,0
C21000174,LATAM,800-000118,10/8/2021,Q322Wk01,0,0,1,0,0,14,0,0,0
C21000174,LATAM,800-000118,10/15/2021,Q322Wk02,0,0,2,0,0,11,0,0,0
C21000174,LATAM,800-000118,10/22/2021,Q322Wk03,0,0,1,0,0,10,0,0,0
C21000174,LATAM,800-000118,10/29/2021,Q322Wk04,0,0,6,0,0,4,0,0,0
C21000174,LATAM,800-000118,11/5/2021,Q322Wk05,0,0,0,0,0,4,0,0,0
C21000174,LATAM,800-000118,11/12/2021,Q322Wk06,0,0,0,0,0,4,0,0,0
C21000174,LATAM,800-000118,11/19/2021,Q322Wk07,0,0,0,0,0,4,0,0,0
C21000174,LATAM,800-000118,11/26/2021,Q322Wk08,0,0,0,0,0,3,0,0,0
C21000174,LATAM,800-000118,12/3/2021,Q322Wk09,0,0,1,0,0,3,0,0,0
C21000174,LATAM,800-000118,12/10/2021,Q322Wk10,0,0,1,0,0,2,0,0,0
C21000174,LATAM,800-000118,12/17/2021,Q322Wk11,0,0,0,0,0,2,0,0,0
C21000174,LATAM,800-000118,12/24/2021,Q322Wk12,0,0,0,0,0,2,0,0,0
C21000174,LATAM,800-000118,12/31/2021,Q322Wk13,0,0,0,0,0,2,0,0,0
C21000174,LATAM,800-000119,10/1/2021,Q222Wk13,0,0,1,0,0,36,0,0,0
C21000174,LATAM,800-000119,10/8/2021,Q322Wk01,0,0,2,0,0,34,0,0,0
C21000174,LATAM,800-000119,10/15/2021,Q322Wk02,0,0,19,0,0,16,0,0,0
C21000174,LATAM,800-000119,10/22/2021,Q322Wk03,0,0,1,0,0,14,0,0,0
C21000174,LATAM,800-000119,10/29/2021,Q322Wk04,40,0,2,0,0,13,40,0,0
C21000174,LATAM,800-000119,11/5/2021,Q322Wk05,0,0,24,0,0,1,40,0,0
C21000174,LATAM,800-000119,11/12/2021,Q322Wk06,240,0,1,0,0,0,280,0,0
C21000174,LATAM,800-000119,11/19/2021,Q322Wk07,0,0,0,0,0,0,240,0,0
C21000174,LATAM,800-000119,11/26/2021,Q322Wk08,0,0,0,0,0,40,240,0,0
C21000174,LATAM,800-000119,12/3/2021,Q322Wk09,0,0,40,0,0,0,0,0,0
C21000174,LATAM,800-000119,12/24/2021,Q322Wk12,0,0,3,0,0,234,0,0,0
C21000174,LATAM,800-000119,12/31/2021,Q322Wk13,0,0,10,0,0,219,0,0,0
C21000174,LATAM,800-000120,10/1/2021,Q222Wk13,0,0,26,0,0,229,0,0,0
C21000174,LATAM,800-000120,10/8/2021,Q322Wk01,0,0,32,0,0,208,0,0,0
C21000174,LATAM,800-000120,10/15/2021,Q322Wk02,300,0,12,0,0,196,300,0,0
C21000174,LATAM,800-000120,10/22/2021,Q322Wk03,0,0,68,0,0,127,300,0,0
C21000174,LATAM,800-000120,10/29/2021,Q322Wk04,0,0,8,0,0,119,300,0,0
C21000174,LATAM,800-000120,11/5/2021,Q322Wk05,0,0,3,0,0,116,0,0,0
C21000174,LATAM,800-000120,11/12/2021,Q322Wk06,0,0,10,0,0,106,0,0,0
C21000174,LATAM,800-000120,11/19/2021,Q322Wk07,0,0,23,0,0,84,0,0,0
C21000174,LATAM,800-000120,11/26/2021,Q322Wk08,0,0,9,0,0,371,0,0,0
C21000174,LATAM,800-000120,12/3/2021,Q322Wk09,0,0,14,0,0,359,0,0,0
C21000174,LATAM,800-000120,12/10/2021,Q322Wk10,300,0,107,0,0,251,300,0,0
C21000174,LATAM,800-000120,12/17/2021,Q322Wk11,0,0,40,0,0,223,300,0,0
C21000174,LATAM,800-000120,12/24/2021,Q322Wk12,0,0,18,0,0,207,300,0,0
C21000174,LATAM,800-000120,12/31/2021,Q322Wk13,0,0,10,0,0,196,0,0,0
C21000174,LATAM,800-000121,10/1/2021,Q222Wk13,0,0,27,0,0,345,0,0,0
C21000174,LATAM,800-000121,10/8/2021,Q322Wk01,0,0,4,0,0,338,0,0,0
C21000174,LATAM,800-000121,10/15/2021,Q322Wk02,300,0,16,0,0,323,300,0,0
C21000174,LATAM,800-000121,10/22/2021,Q322Wk03,0,0,56,0,0,269,300,0,0
C21000174,LATAM,800-000121,10/29/2021,Q322Wk04,0,0,4,0,0,265,300,0,0
C21000174,LATAM,800-000121,11/5/2021,Q322Wk05,0,0,2,0,0,260,0,0,0
C21000174,LATAM,800-000121,11/12/2021,Q322Wk06,200,0,14,0,0,246,200,0,0
C21000174,LATAM,800-000121,11/19/2021,Q322Wk07,0,0,21,0,0,227,200,0,0
C21000174,LATAM,800-000121,11/26/2021,Q322Wk08,0,0,10,0,0,507,200,0,0
C21000174,LATAM,800-000121,12/3/2021,Q322Wk09,44,0,45,0,0,465,44,0,0
C21000174,LATAM,800-000121,12/10/2021,Q322Wk10,0,0,113,0,0,357,44,0,0
